,datetime,machineID,volt,rotate,pressure,vibration,failure
0,2015-01-01 06:00:00,99,168.596132772715,384.747104586114,110.921131033099,41.9446917317794,
1,2015-01-01 07:00:00,99,153.667693117293,441.288719233956,128.011445573788,39.2715266612866,
2,2015-01-01 08:00:00,99,178.319254555434,512.61266075004,128.526147236718,42.9754118932976,
3,2015-01-01 09:00:00,99,162.163820900076,493.356625638059,114.435753507803,40.0440155063063,
4,2015-01-01 10:00:00,99,180.201336268821,550.512296127167,110.771890680603,43.0545300871469,
5,2015-01-01 11:00:00,99,171.918473798955,497.117866444875,120.868559381236,32.0132142012881,
6,2015-01-01 12:00:00,99,162.062404746745,547.643085360689,125.701473602124,33.889127618721,
7,2015-01-01 13:00:00,99,166.071081779203,472.548333308614,114.520571530988,36.5679961577787,
8,2015-01-01 14:00:00,99,152.003844840296,404.30606231544,113.563589336472,42.7237180974168,
9,2015-01-01 15:00:00,99,174.424557531141,436.957852649837,117.299204858513,40.5534840320732,
10,2015-01-01 16:00:00,99,168.22594579029,473.846668064638,136.789514362596,33.4203334888291,
11,2015-01-01 17:00:00,99,174.925512016332,529.451640987993,112.402344017739,36.4918116861248,
12,2015-01-01 18:00:00,99,172.883104866377,402.581144481788,134.359942258689,46.4936287813714,
13,2015-01-01 19:00:00,99,177.944477651419,426.219671792747,140.820713510986,40.7838207064824,
14,2015-01-01 20:00:00,99,160.216736589071,458.614213336638,135.219683765511,45.9791350662374,
15,2015-01-01 21:00:00,99,151.714541247107,411.630665292917,116.067726011174,43.6975204031699,
16,2015-01-01 22:00:00,99,164.134143034532,440.319241299056,126.062609935795,22.9000414268488,
17,2015-01-01 23:00:00,99,167.450178959401,499.771642507294,115.273953578357,44.4187775226336,
18,2015-01-02 00:00:00,99,168.461291513167,447.246304162476,117.192707963967,44.2385680281165,
19,2015-01-02 01:00:00,99,179.757215794993,432.198406880403,111.076337855764,49.6949987418994,
20,2015-01-02 02:00:00,99,179.654357641245,392.688557198794,118.300099705819,37.4886743299208,
21,2015-01-02 03:00:00,99,173.235662779709,453.15282094994,129.723361962426,44.6245806962744,comp3
22,2015-01-02 04:00:00,99,177.282931540844,452.788251031397,98.8473059140082,40.7272981105263,
23,2015-01-02 05:00:00,99,182.365107746027,424.531451437128,91.569946013799,39.4333469743291,
24,2015-01-02 06:00:00,99,172.33647611149,526.131894274859,105.185117769139,46.6499413586435,
25,2015-01-02 07:00:00,99,170.388828071806,587.614050477159,95.1750774237187,34.208756189519,
26,2015-01-02 08:00:00,99,182.325469721126,440.782855085652,102.330312351256,37.7094304685385,
27,2015-01-02 09:00:00,99,175.099780781008,335.01770337835,110.579183085814,38.2143754652583,
28,2015-01-02 10:00:00,99,189.115028960647,408.558246173796,101.370171848556,40.8416102428225,
29,2015-01-02 11:00:00,99,177.535279641629,428.031454877674,115.468319114161,41.3872473401809,
30,2015-01-02 12:00:00,99,131.374596391086,471.720650958299,89.9443074471332,38.24392859032,
31,2015-01-02 13:00:00,99,178.979835661713,345.579742795205,78.5237153114161,46.2117588550149,
32,2015-01-02 14:00:00,99,142.492859604736,397.23433415472,101.213512755838,38.6049080406779,
33,2015-01-02 15:00:00,99,147.5324564917,437.45061303716,110.198806464872,44.2450896180767,
34,2015-01-02 16:00:00,99,182.511546017468,499.49695104372,108.172219544205,47.1058374181487,
35,2015-01-02 17:00:00,99,139.962672825778,327.376564892579,101.986605365388,44.5127974123206,
36,2015-01-02 18:00:00,99,172.321670250057,471.462430882018,97.7383432697073,49.4596980271824,
37,2015-01-02 19:00:00,99,176.501190841948,409.413373680912,98.6737431257859,33.8740056446008,
38,2015-01-02 20:00:00,99,148.937837934814,388.68186299498,92.0114528677681,43.5511676463397,
39,2015-01-02 21:00:00,99,165.170386632568,463.743493670147,106.732740761705,37.4280522749771,
40,2015-01-02 22:00:00,99,163.637742471506,414.525211652684,104.129155964267,42.2916873299814,
41,2015-01-02 23:00:00,99,165.914032263315,472.851872529535,96.1236849117264,43.8538578890536,
42,2015-01-03 00:00:00,99,165.823486821496,535.620870285475,94.4653534031352,35.1215504685644,
43,2015-01-03 01:00:00,99,169.745663826184,443.038978999043,109.168810818468,40.7710970477897,
44,2015-01-03 02:00:00,99,161.588466363262,544.390920766763,107.166731183459,38.3743197804664,
45,2015-01-03 03:00:00,99,153.431638434166,465.522898797818,82.0854699335854,49.5246381954137,
46,2015-01-03 04:00:00,99,145.475363698089,454.576643167493,99.4152542689772,34.1322178874366,
47,2015-01-03 05:00:00,99,165.398725643938,344.081523225033,118.20533202824,39.5394069973717,
48,2015-01-03 06:00:00,99,184.938978799642,449.952556936553,89.6209502237398,38.449415037253,
49,2015-01-03 07:00:00,99,179.291156323297,356.979446317627,90.1693873960995,42.246479041269,
50,2015-01-03 08:00:00,99,166.598398138612,419.582124976402,121.083984232408,51.9426426985871,
51,2015-01-03 09:00:00,99,178.551361614351,499.042307223723,82.1912433719423,36.4841187456706,
52,2015-01-03 10:00:00,99,170.81439840656,512.981421779748,100.092517519307,40.3241096040677,
53,2015-01-03 11:00:00,99,153.89295723309,469.750444655733,114.079194951456,42.8957988013665,
54,2015-01-03 12:00:00,99,164.679241382303,447.100013923923,106.455455955208,42.4737962880095,
55,2015-01-03 13:00:00,99,174.936293791187,500.820528143963,93.9930143799725,35.672756494936,
56,2015-01-03 14:00:00,99,198.956640817082,487.5492479555,111.265774284384,42.5898007661192,
57,2015-01-03 15:00:00,99,179.600726644204,326.515928164906,97.2998082200285,36.7341632183993,
58,2015-01-03 16:00:00,99,144.471360177452,421.122537154185,101.129778968022,38.7089530632251,
59,2015-01-03 17:00:00,99,172.950302214625,388.023131813854,122.507777946842,37.9804400956702,
60,2015-01-03 18:00:00,99,173.919091562234,500.309014735678,97.6660290052521,40.1798960618949,
61,2015-01-03 19:00:00,99,155.474230098354,407.777629048247,84.0500056876199,43.8304873476375,
62,2015-01-03 20:00:00,99,170.792516308496,472.645082442373,94.4308809400271,38.2941048004177,
63,2015-01-03 21:00:00,99,188.902125277415,509.283365074574,91.8364154028773,43.5372097761429,
64,2015-01-03 22:00:00,99,178.588945615245,352.865067886543,86.4110538352285,41.5059645020196,
65,2015-01-03 23:00:00,99,198.126046554415,455.788683137937,88.0804516572472,43.0575382881591,
66,2015-01-04 00:00:00,99,174.593906846409,450.191922197721,103.093107660841,32.7716327171875,
67,2015-01-04 01:00:00,99,168.673920713516,547.884857866625,104.936661861761,45.9253268380706,
68,2015-01-04 02:00:00,99,150.107342894609,400.819822763688,92.8577507120124,45.3694267587309,
69,2015-01-04 03:00:00,99,147.954215883727,534.920855126849,116.261412864806,31.0850938532298,
70,2015-01-04 04:00:00,99,193.318596784382,424.022872361141,98.2425328944109,29.4832798102793,
71,2015-01-04 05:00:00,99,197.087318297246,376.44538650732,96.1164564058778,34.6781580504963,
72,2015-01-04 06:00:00,99,177.00829156828,497.598590931945,124.92301827778,41.5628288027893,
73,2015-01-04 07:00:00,99,160.049158196023,460.757940612729,98.7411375282387,37.2887580450808,
74,2015-01-04 08:00:00,99,166.257821586283,412.540369112351,104.293720701929,36.9014074046126,
75,2015-01-04 09:00:00,99,175.875937430906,440.173648513103,113.427945085439,37.9231228138538,
76,2015-01-04 10:00:00,99,178.793967660058,474.515038887897,99.5781292185035,35.7011616774014,
77,2015-01-04 11:00:00,99,182.326955345839,434.165014159273,110.634961118824,39.5668829292099,
78,2015-01-04 12:00:00,99,154.98834578536,503.120502295373,100.915710543388,44.7856273404758,
79,2015-01-04 13:00:00,99,150.640126355592,504.727526480049,115.87790763398,40.7521053947852,
80,2015-01-04 14:00:00,99,176.922432931497,505.596739613319,81.4768302251355,42.0817313613057,
81,2015-01-04 15:00:00,99,172.239090750329,464.653472353701,104.407973279407,33.4236180890092,
82,2015-01-04 16:00:00,99,175.178089705106,471.278977424987,107.567294254725,38.0856459387596,
83,2015-01-04 17:00:00,99,161.748877770335,495.767433711407,103.614599195076,39.3701970173735,
84,2015-01-04 18:00:00,99,175.145865104507,471.923204058551,103.033608964387,44.4796407470962,
85,2015-01-04 19:00:00,99,195.011868629889,418.982263219464,87.173426745084,40.3283531224764,
86,2015-01-04 20:00:00,99,179.851337208204,490.79648507043,86.7396421557397,38.4978970208826,
87,2015-01-04 21:00:00,99,184.230449700009,443.263045529523,120.056522110196,38.503701966778,
88,2015-01-04 22:00:00,99,175.761166319073,455.601676810142,101.046962813504,37.1732056566988,
89,2015-01-04 23:00:00,99,154.923471810115,410.985217137662,121.923188761465,42.5851134471464,
90,2015-01-05 00:00:00,99,171.485787174629,486.990422793611,111.683992114281,41.1219840906883,
91,2015-01-05 01:00:00,99,180.421947906818,435.167591852528,107.356127759466,40.856981714414,
92,2015-01-05 02:00:00,99,187.819394648473,542.963328613564,101.855618745678,44.1069747020113,
93,2015-01-05 03:00:00,99,163.837847658094,487.639570187033,90.7309007116774,37.5946351648922,
94,2015-01-05 04:00:00,99,164.37694777362,470.876800269413,99.6193697349343,38.1171141311489,
95,2015-01-05 05:00:00,99,128.442646619139,425.077512400591,86.7362596709288,40.0878804970759,
96,2015-01-05 06:00:00,99,169.22060903482,356.162741653176,100.746188496305,43.2846266411896,
97,2015-01-05 07:00:00,99,151.743860533561,375.037723245407,91.8050283415392,39.395072161643,
98,2015-01-05 08:00:00,99,156.790020775953,484.858762801975,106.061403720783,34.5836107916181,
99,2015-01-05 09:00:00,99,165.748894299127,419.908407876185,93.2088690227958,38.9648019362484,
100,2015-01-05 10:00:00,99,168.700377334664,446.368422294617,96.0443236634237,32.5967022863096,
101,2015-01-05 11:00:00,99,149.271537451851,466.394799544468,99.2612960641333,40.7536881493197,
102,2015-01-05 12:00:00,99,179.397819681359,393.426473051499,84.3367261372215,36.9360366140488,
103,2015-01-05 13:00:00,99,159.133712414201,451.455789133039,97.5071770675361,37.2840406577962,
104,2015-01-05 14:00:00,99,166.680673276105,385.55450048914,105.232434689962,40.6689835589022,
105,2015-01-05 15:00:00,99,162.667049071862,459.996493226872,109.408672869198,48.6156340357939,
106,2015-01-05 16:00:00,99,141.729475414386,543.928991030626,92.2116873453195,39.7983732866965,
107,2015-01-05 17:00:00,99,171.156615207897,358.540971344375,114.754796946817,51.3803264137129,
108,2015-01-05 18:00:00,99,144.541394467294,437.530996330125,121.592345810137,41.9362283879808,
109,2015-01-05 19:00:00,99,148.512564752453,371.40484959997,96.2041560408303,39.8560196302171,
110,2015-01-05 20:00:00,99,179.321601072834,479.81897245605,102.666766642717,42.5220767205297,
111,2015-01-05 21:00:00,99,180.647716664543,505.84697462024,102.690397692386,41.1824550086425,
112,2015-01-05 22:00:00,99,178.557954982126,533.164386656077,100.911683975629,33.5503328218529,
113,2015-01-05 23:00:00,99,168.836364924431,478.724229661362,87.3400405160983,47.3022622203728,
114,2015-01-06 00:00:00,99,184.306987252233,416.492186068887,89.6428115895817,36.7833345918402,
115,2015-01-06 01:00:00,99,175.994335120997,487.871556227497,88.9652239882448,30.9012309700877,
116,2015-01-06 02:00:00,99,180.902074897905,478.956878433486,105.32139059472,36.9841783648845,
117,2015-01-06 03:00:00,99,194.860135168994,446.776832671398,99.8593441895728,36.07438823559,
118,2015-01-06 04:00:00,99,182.769818329281,397.699260127356,112.362222278346,41.9611852521072,
119,2015-01-06 05:00:00,99,211.736961081087,380.661376828472,103.355849215932,42.8720471783812,
120,2015-01-06 06:00:00,99,161.158250831628,414.463829937391,109.743765001803,38.4928739729188,
121,2015-01-06 07:00:00,99,149.597551816163,381.923347461078,120.679892665287,37.8894050443202,
122,2015-01-06 08:00:00,99,167.122234682904,508.829000719516,98.196874246495,28.4379203015523,
123,2015-01-06 09:00:00,99,158.411738267197,385.554802861292,103.230756401537,52.6906856012312,
124,2015-01-06 10:00:00,99,150.581261078811,421.937798156349,87.1070398173774,32.3992636961694,
125,2015-01-06 11:00:00,99,149.036006395024,517.400673526421,100.131065118928,33.2069125208416,
126,2015-01-06 12:00:00,99,180.886187875576,539.440476337078,91.505343677435,33.7979137750606,
127,2015-01-06 13:00:00,99,158.153145586357,505.408719388616,110.021436833946,34.3388488224041,
128,2015-01-06 14:00:00,99,143.911096184674,583.113455524892,104.906240540133,37.1315143654759,
129,2015-01-06 15:00:00,99,167.383748999561,351.325128472123,94.8652457299693,42.6631248831981,
130,2015-01-06 16:00:00,99,165.776936003755,444.932838542234,89.0095357189162,46.9596299965554,
131,2015-01-06 17:00:00,99,176.537764047305,541.390230339253,94.102768571019,38.0735951020043,
132,2015-01-06 18:00:00,99,181.090864640008,423.229138199631,91.0328608068963,38.0398093883389,
